Patient ID,Breath Rate,Heart Rate,Patient Status,Range Bin
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,N/A,77.0,Holding Breath,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,Updating,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,15.1,77.0,Presence,20
0,18.4,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,77.0,Presence,20
0,21.8,80.4,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
0,21.8,83.7,Presence,20
