Patient ID,Breath Rate,Heart Rate,Patient Status,Range Bin
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,Updating,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,20.1,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,13.4,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,10.0,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,11.7,53.6,Presence,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,53.6,Holding Breath,20
0,N/A,67.8,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
0,N/A,82.0,Holding Breath,20
